SIMULATION PARAMETERS:
n = 18
m = 32
p = 3
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	
753	380	92.299065	7.3905015	Contest	198	38.562138	7.13	Abandon	0	2.926588E-5	1.0	Abandon	
754	381	92.438835	7.392105	Contest	198	38.520844	7.1313133	Colonize	0	2.926588E-5	1.0	Abandon	
755	381	92.438835	7.3884516	Contest	197	38.42865	7.141414	Abandon	0	2.926588E-5	1.0	Abandon	
756	382	92.53103	7.3884516	Contest	196	38.33017	7.147208	Abandon	0	2.926588E-5	1.0	Abandon	
757	382	92.53103	7.379581	Contest	197	38.42865	7.1530614	Colonize	0	2.926588E-5	1.0	Abandon	
758	383	92.96862	7.379581	Contest	195	37.892582	7.147208	Abandon	0	2.926588E-5	1.0	Abandon	
759	383	92.96862	7.375979	Contest	196	37.991062	7.1384616	Colonize	0	2.926588E-5	1.0	Abandon	
760	383	92.96862	7.375979	Contest	195	37.892582	7.132653	Abandon	0	2.926588E-5	1.0	Abandon	
761	383	92.96862	7.375979	Contest	196	37.991062	7.1384616	Colonize	0	2.926588E-5	1.0	Abandon	
762	383	92.96862	7.375979	Contest	195	37.892582	7.132653	Abandon	0	2.926588E-5	1.0	Abandon	
763	384	93.368935	7.375979	Contest	195	37.590744	7.1384616	Colonize	0	2.926588E-5	1.0	Abandon	
764	384	93.368935	7.377604	Contest	194	37.492264	7.1282053	Abandon	0	2.926588E-5	1.0	Abandon	
765	384	93.368935	7.377604	Contest	195	37.590744	7.134021	Colonize	0	2.926588E-5	1.0	Abandon	
766	385	93.56161	7.377604	Contest	193	37.29959	7.1282053	Abandon	0	2.926588E-5	1.0	Abandon	
767	386	93.71618	7.379221	Contest	193	37.243504	7.129534	Colonize	0	2.926588E-5	1.0	Abandon	
768	386	93.71618	7.3756475	Contest	192	37.145023	7.1398964	Abandon	0	2.926588E-5	1.0	Abandon	
769	387	93.85671	7.3756475	Contest	192	37.102974	7.1458335	Colonize	0	2.926588E-5	1.0	Abandon	
770	388	93.92116	7.377261	Contest	190	36.94005	7.1354165	Abandon	0	2.926588E-5	1.0	Abandon	
771	389	94.07114	7.378866	Contest	190	36.888554	7.1368423	Colonize	0	2.926588E-5	1.0	Abandon	
772	389	94.07114	7.3804626	Contest	189	36.790073	7.1263156	Abandon	0	2.926588E-5	1.0	Abandon	
773	389	94.07114	7.3804626	Contest	190	36.888554	7.132275	Colonize	0	2.926588E-5	1.0	Abandon	
774	389	94.07114	7.3804626	Contest	189	36.790073	7.1263156	Abandon	0	2.926588E-5	1.0	Abandon	
775	390	94.40081	7.3804626	Contest	189	36.558884	7.132275	Colonize	0	2.926588E-5	1.0	Abandon	
776	390	94.40081	7.3820515	Contest	188	36.460403	7.121693	Abandon	0	2.926588E-5	1.0	Abandon	
777	391	94.63964	7.3820515	Contest	188	36.32005	7.12766	Colonize	0	2.926588E-5	1.0	Abandon	
778	391	94.63964	7.3836317	Contest	187	36.22157	7.117021	Abandon	0	2.926588E-5	1.0	Abandon	
779	392	94.71095	7.3836317	Contest	187	36.248734	7.1229944	Colonize	0	2.926588E-5	1.0	Abandon	
780	393	94.83142	7.3852043	Contest	185	36.029785	7.1122994	Abandon	0	2.926588E-5	1.0	Abandon	
781	393	94.83142	7.3867683	Contest	186	36.128265	7.1135135	Colonize	0	2.926588E-5	1.0	Abandon	
782	394	94.97228	7.3867683	Contest	184	35.888924	7.107527	Abandon	0	2.926588E-5	1.0	Abandon	
783	394	94.97228	7.3883247	Contest	185	35.987404	7.1086955	Colonize	0	2.926588E-5	1.0	Abandon	
784	394	94.97228	7.3883247	Contest	184	35.888924	7.1027026	Abandon	0	2.926588E-5	1.0	Abandon	
785	394	94.97228	7.3883247	Contest	185	35.987404	7.1086955	Colonize	0	2.926588E-5	1.0	Abandon	
786	394	94.97228	7.3883247	Contest	184	35.888924	7.1027026	Abandon	0	2.926588E-5	1.0	Abandon	
787	394	94.97228	7.3883247	Contest	185	35.987404	7.1086955	Colonize	0	2.926588E-5	1.0	Abandon	
788	394	94.97228	7.3883247	Contest	184	35.888924	7.1027026	Abandon	0	2.926588E-5	1.0	Abandon	
789	395	95.02386	7.3883247	Contest	184	35.935833	7.1086955	Colonize	0	2.926588E-5	1.0	Abandon	
790	396	95.10479	7.3898735	Contest	182	35.75642	7.097826	Abandon	0	2.926588E-5	1.0	Abandon	
791	397	95.19731	7.391414	Contest	182	35.76238	7.0989013	Colonize	0	2.926588E-5	1.0	Abandon	
792	398	95.23626	7.392947	Contest	180	35.624954	7.087912	Abandon	0	2.926588E-5	1.0	Abandon	
793	399	95.28024	7.3944726	Contest	180	35.679447	7.088889	Colonize	0	2.926588E-5	1.0	Abandon	
794	399	95.28024	7.4010024	Contest	179	35.66681	7.088889	Abandon	0	2.926588E-5	1.0	Abandon	
795	400	95.64264	7.4010024	Contest	177	35.205936	7.094972	Abandon	0	2.926588E-5	1.0	Abandon	
796	401	95.97763	7.3975	Contest	177	34.96942	7.084746	Colonize	0	2.926588E-5	1.0	Abandon	
797	401	95.97763	7.3990026	Contest	176	34.87094	7.0734463	Abandon	0	2.926588E-5	1.0	Abandon	
798	402	96.2137	7.3990026	Contest	176	34.733353	7.0795455	Colonize	0	2.926588E-5	1.0	Abandon	
799	403	96.38238	7.4004974	Contest	175	34.395996	7.068182	Abandon	0	2.926588E-5	1.0	Abandon	
800	404	96.46895	7.3970222	Contest	173	34.228775	7.0857143	Abandon	0	2.926588E-5	1.0	Abandon	
801	405	96.52126	7.3985147	Contest	171	34.07798	7.086705	Abandon	0	2.926588E-5	1.0	Abandon	
802	405	96.52126	7.4	Contest	172	34.17646	7.0877194	Colonize	0	2.926588E-5	1.0	Abandon	
803	406	96.60246	7.4	Contest	170	33.99678	7.081395	Abandon	0	2.926588E-5	1.0	Abandon	
804	407	96.80612	7.401478	Contest	170	33.8916	7.082353	Colonize	0	2.926588E-5	1.0	Abandon	
805	407	96.80612	7.4029484	Contest	169	33.79312	7.070588	Abandon	0	2.926588E-5	1.0	Abandon	
806	407	96.80612	7.4029484	Contest	170	33.8916	7.076923	Colonize	0	2.926588E-5	1.0	Abandon	
807	407	96.80612	7.4029484	Contest	169	33.79312	7.070588	Abandon	0	2.926588E-5	1.0	Abandon	
808	408	96.943146	7.4029484	Contest	169	33.754578	7.076923	Colonize	0	2.926588E-5	1.0	Abandon	
809	409	97.01491	7.404412	Contest	167	33.584335	7.0650887	Abandon	0	2.926588E-5	1.0	Abandon	
810	409	97.01491	7.405868	Contest	168	33.682816	7.0658684	Colonize	0	2.926588E-5	1.0	Abandon	
811	410	97.09156	7.405868	Contest	168	33.68681	7.0595236	Contest	0	2.926588E-5	1.0	Abandon	
812	411	97.20665	7.407317	Contest	166	33.491066	7.047619	Abandon	0	2.926588E-5	1.0	Abandon	
813	411	97.20665	7.408759	Contest	165	33.392586	7.048193	Abandon	0	2.926588E-5	1.0	Abandon	
814	412	97.25456	7.408759	Contest	165	33.443157	7.0545454	Colonize	0	2.926588E-5	1.0	Abandon	
815	412	97.25456	7.4101944	Contest	166	33.523808	7.042424	Contest	0	2.926588E-5	1.0	Abandon	
816	412	97.25456	7.4101944	Contest	167	33.536446	7.0361447	Contest	0	2.926588E-5	1.0	Abandon	
817	412	97.25456	7.4101944	Contest	166	33.523808	7.02994	Abandon	0	2.926588E-5	1.0	Abandon	
818	412	97.25456	7.4101944	Contest	165	33.443157	7.0361447	Abandon	0	2.926588E-5	1.0	Abandon	
819	412	97.25456	7.4101944	Contest	166	33.523808	7.042424	Contest	0	2.926588E-5	1.0	Abandon	
820	412	97.25456	7.4101944	Contest	167	33.536446	7.0361447	Contest	0	2.926588E-5	1.0	Abandon	
821	412	97.25456	7.4101944	Contest	166	33.523808	7.02994	Abandon	0	2.926588E-5	1.0	Abandon	
822	412	97.25456	7.4101944	Contest	165	33.443157	7.0361447	Abandon	0	2.926588E-5	1.0	Abandon	
823	412	97.25456	7.4101944	Contest	166	33.523808	7.042424	Contest	0	2.926588E-5	1.0	Abandon	
824	412	97.25456	7.4101944	Contest	167	33.536446	7.0361447	Contest	0	2.926588E-5	1.0	Abandon	
825	413	97.34604	7.4101944	Contest	165	33.432335	7.02994	Abandon	0	2.926588E-5	1.0	Abandon	
826	413	97.34604	7.411622	Contest	164	33.351685	7.030303	Abandon	0	2.926588E-5	1.0	Abandon	
827	414	97.46213	7.411622	Contest	164	33.316242	7.0365853	Contest	0	2.926588E-5	1.0	Abandon	
828	415	97.54442	7.4130435	Contest	164	33.246593	7.02439	Contest	0	2.926588E-5	1.0	Abandon	
829	416	97.57229	7.414458	Contest	162	33.206085	7.012195	Abandon	0	2.926588E-5	1.0	Abandon	
830	417	97.58493	7.4158654	Contest	161	33.165676	7.0246916	Abandon	0	2.926588E-5	1.0	Abandon	
831	418	97.811424	7.41247	Contest	161	32.979588	7.031056	Contest	0	2.926588E-5	1.0	Abandon	
832	418	97.811424	7.409091	Contest	160	32.93918	7.0062113	Abandon	0	2.926588E-5	1.0	Abandon	
833	418	97.811424	7.409091	Contest	161	32.979588	7.0125	Contest	0	2.926588E-5	1.0	Abandon	
834	419	98.00443	7.409091	Contest	159	32.746174	7.0062113	Abandon	0	2.926588E-5	1.0	Abandon	
835	419	98.00443	7.410501	Contest	160	32.786583	7.0062895	Contest	0	2.926588E-5	1.0	Abandon	
836	419	98.00443	7.410501	Contest	159	32.746174	7.0	Abandon	0	2.926588E-5	1.0	Abandon	
837	419	98.00443	7.410501	Contest	160	32.786583	7.0062895	Contest	0	2.926588E-5	1.0	Abandon	
838	420	98.19322	7.410501	Contest	158	32.55739	7.0	Abandon	0	2.926588E-5	1.0	Abandon	
839	421	98.32227	7.411905	Contest	156	32.34769	7.0	Abandon	0	2.926588E-5	1.0	Abandon	
840	421	98.32227	7.4133015	Contest	157	32.42834	7.0	Contest	0	2.926588E-5	1.0	Abandon	
841	421	98.32227	7.4133015	Contest	156	32.34769	6.9936304	Abandon	0	2.926588E-5	1.0	Abandon	
842	422	98.47024	7.4133015	Contest	156	32.280376	7.0	Contest	0	2.926588E-5	1.0	Abandon	
843	422	98.47024	7.414692	Contest	155	32.199726	6.9871793	Abandon	0	2.926588E-5	1.0	Abandon	
844	422	98.47024	7.414692	Contest	156	32.280376	6.9935484	Contest	0	2.926588E-5	1.0	Abandon	
845	423	98.66125	7.414692	Contest	154	32.008713	6.9871793	Abandon	0	2.926588E-5	1.0	Abandon	
846	424	99.27636	7.4160757	Contest	154	31.474253	6.987013	Contest	0	2.926588E-5	1.0	Abandon	
847	424	99.27636	7.412736	Contest	153	31.393602	6.961039	Abandon	0	2.926588E-5	1.0	Abandon	
848	425	99.68826	7.412736	Contest	153	31.06235	6.9673204	Contest	0	2.926588E-5	1.0	Abandon	
849	426	100.15136	7.414118	Contest	151	30.518602	6.9542484	Abandon	0	2.926588E-5	1.0	Abandon	
850	427	100.67518	7.415493	Contest	149	29.896301	6.9536424	Abandon	0	2.926588E-5	1.0	Abandon	
851	427	100.67518	7.416862	Contest	150	29.99478	6.95302	Colonize	0	2.926588E-5	1.0	Abandon	
852	427	100.67518	7.416862	Contest	149	29.896301	6.9466667	Abandon	0	2.926588E-5	1.0	Abandon	
853	427	100.67518	7.416862	Contest	150	29.99478	6.95302	Colonize	0	2.926588E-5	1.0	Abandon	
854	428	101.06826	7.416862	Contest	148	29.503222	6.9466667	Abandon	0	2.926588E-5	1.0	Abandon	
855	428	101.06826	7.4135513	Contest	149	29.6017	6.9324327	Colonize	0	2.926588E-5	1.0	Abandon	
856	429	101.31662	7.4135513	Contest	147	29.248789	6.9261746	Abandon	0	2.926588E-5	1.0	Abandon	
857	430	101.42117	7.4102564	Contest	146	29.183216	6.92517	Abandon	0	2.926588E-5	1.0	Abandon	
858	431	101.46158	7.416279	Contest	145	29.084738	6.9315066	Abandon	0	2.926588E-5	1.0	Abandon	
859	431	101.46158	7.412993	Contest	146	29.183216	6.937931	Colonize	0	2.926588E-5	1.0	Abandon	
860	431	101.46158	7.412993	Contest	145	29.084738	6.9315066	Abandon	0	2.926588E-5	1.0	Abandon	
861	431	101.46158	7.412993	Contest	146	29.183216	6.937931	Colonize	0	2.926588E-5	1.0	Abandon	
862	431	101.46158	7.412993	Contest	145	29.084738	6.9315066	Abandon	0	2.926588E-5	1.0	Abandon	
863	431	101.46158	7.412993	Contest	146	29.183216	6.937931	Colonize	0	2.926588E-5	1.0	Abandon	
864	431	101.46158	7.412993	Contest	145	29.084738	6.9315066	Abandon	0	2.926588E-5	1.0	Abandon	
865	432	101.7175	7.412993	Contest	145	28.927292	6.937931	Colonize	0	2.926588E-5	1.0	Abandon	
866	433	101.78307	7.414352	Contest	144	28.846546	6.937931	Abandon	0	2.926588E-5	1.0	Abandon	
867	433	101.78307	7.4110856	Contest	143	28.748068	6.9444447	Abandon	0	2.926588E-5	1.0	Abandon	
868	434	101.94101	7.4110856	Contest	143	28.68861	6.951049	Colonize	0	2.926588E-5	1.0	Abandon	
869	435	102.23461	7.417051	Contest	141	28.296528	6.951049	Abandon	0	2.926588E-5	1.0	Abandon	
870	436	102.3046	7.413793	Contest	141	28.325016	6.93617	Colonize	0	2.926588E-5	1.0	Abandon	
871	437	102.75147	7.419725	Contest	139	27.77967	6.93617	Abandon	0	2.926588E-5	1.0	Abandon	
872	438	103.110504	7.416476	Contest	139	27.519115	6.920863	Colonize	0	2.926588E-5	1.0	Abandon	
873	439	103.395645	7.417808	Contest	137	27.135496	6.9064746	Abandon	0	2.926588E-5	1.0	Abandon	
874	440	103.47639	7.4191346	Contest	138	27.233974	6.9197083	Colonize	0	2.926588E-5	1.0	Abandon	
875	441	103.7229	7.4159093	Contest	136	26.88898	6.9130435	Abandon	0	2.926588E-5	1.0	Abandon	
876	442	104.050095	7.4172335	Contest	136	26.660261	6.9117646	Colonize	0	2.926588E-5	1.0	Abandon	
877	442	104.050095	7.418552	Contest	135	26.561783	6.897059	Abandon	0	2.926588E-5	1.0	Abandon	
878	443	104.23134	7.418552	Contest	135	26.479013	6.9037037	Colonize	0	2.926588E-5	1.0	Abandon	
879	444	104.49891	7.4198647	Contest	133	26.112967	6.888889	Abandon	0	2.926588E-5	1.0	Abandon	
880	445	104.72275	7.421171	Contest	133	25.98761	6.887218	Colonize	0	2.926588E-5	1.0	Abandon	
881	446	104.80033	7.4179773	Contest	131	25.811546	6.857143	Abandon	0	2.926588E-5	1.0	Abandon	
882	446	104.80033	7.4192824	Contest	132	25.910025	6.854962	Colonize	0	2.926588E-5	1.0	Abandon	
883	446	104.80033	7.4192824	Contest	131	25.842749	6.848485	Abandon	0	2.926588E-5	1.0	Abandon	
884	447	104.86761	7.4192824	Contest	130	25.74427	6.854962	Abandon	0	2.926588E-5	1.0	Abandon	
885	448	105.01747	7.425056	Contest	130	25.692888	6.8615384	Colonize	0	2.926588E-5	1.0	Abandon	
886	449	105.092735	7.421875	Contest	128	25.519144	6.830769	Abandon	0	2.926588E-5	1.0	Abandon	
887	450	105.232666	7.4231625	Contest	128	25.477695	6.828125	Colonize	0	2.926588E-5	1.0	Abandon	
888	451	105.30132	7.42	Contest	127	25.340382	6.796875	Abandon	0	2.926588E-5	1.0	Abandon	
889	452	105.42495	7.4257207	Contest	125	25.118277	6.8031497	Abandon	0	2.926588E-5	1.0	Abandon	
890	453	105.499115	7.426991	Contest	125	25.142593	6.8	Colonize	0	2.926588E-5	1.0	Abandon	
891	453	105.499115	7.432671	Contest	124	25.044115	6.8	Abandon	0	2.926588E-5	1.0	Abandon	
892	454	105.59037	7.432671	Contest	124	25.051338	6.806452	Colonize	0	2.926588E-5	1.0	Abandon	
893	454	105.59037	7.4295154	Contest	123	24.95286	6.774194	Abandon	0	2.926588E-5	1.0	Abandon	
894	454	105.59037	7.4295154	Contest	124	25.051338	6.780488	Colonize	0	2.926588E-5	1.0	Abandon	
895	455	105.64557	7.4295154	Contest	124	25.07679	6.774194	Contest	0	2.926588E-5	1.0	Abandon	
896	456	105.83218	7.4307694	Contest	122	24.876097	6.7580647	Abandon	0	2.926588E-5	1.0	Abandon	
897	457	105.84626	7.4320173	Contest	121	24.795446	6.7540984	Abandon	0	2.926588E-5	1.0	Abandon	
898	457	105.84626	7.437637	Contest	122	24.876097	6.7603307	Contest	0	2.926588E-5	1.0	Abandon	
899	458	105.98847	7.437637	Contest	120	24.653234	6.7540984	Abandon	0	2.926588E-5	1.0	Abandon	
900	459	106.0896	7.4388647	Contest	118	24.453632	6.75	Abandon	0	2.926588E-5	1.0	Abandon	
901	460	106.17025	7.4400873	Contest	119	24.55211	6.762712	Colonize	0	2.926588E-5	1.0	Abandon	
902	460	106.17025	7.4369564	Contest	118	24.453632	6.7563024	Abandon	0	2.926588E-5	1.0	Abandon	
903	460	106.17025	7.4369564	Contest	119	24.55211	6.762712	Colonize	0	2.926588E-5	1.0	Abandon	
904	461	106.24488	7.4369564	Contest	117	24.379004	6.7563024	Abandon	0	2.926588E-5	1.0	Abandon	
905	461	106.24488	7.4338393	Contest	118	24.477482	6.7350426	Colonize	0	2.926588E-5	1.0	Abandon	
906	461	106.24488	7.4338393	Contest	117	24.453867	6.7288136	Abandon	0	2.926588E-5	1.0	Abandon	
907	462	106.26849	7.4338393	Contest	116	24.355389	6.7350426	Abandon	0	2.926588E-5	1.0	Abandon	
908	463	106.36441	7.439394	Contest	116	24.35795	6.7413793	Colonize	0	2.926588E-5	1.0	Abandon	
909	463	106.36441	7.436285	Contest	115	24.32686	6.706897	Abandon	0	2.926588E-5	1.0	Abandon	
910	464	106.3955	7.436285	Contest	114	24.228382	6.7130437	Abandon	0	2.926588E-5	1.0	Abandon	
911	464	106.3955	7.44181	Contest	115	24.32686	6.7192984	Colonize	0	2.926588E-5	1.0	Abandon	
912	464	106.3955	7.44181	Contest	114	24.228382	6.7130437	Abandon	0	2.926588E-5	1.0	Abandon	
913	465	106.464806	7.44181	Contest	114	24.257553	6.7192984	Colonize	0	2.926588E-5	1.0	Abandon	
914	466	106.69411	7.443011	Contest	112	23.929775	6.7017546	Abandon	0	2.926588E-5	1.0	Abandon	
915	466	106.69411	7.444206	Contest	113	24.028254	6.696429	Colonize	0	2.926588E-5	1.0	Abandon	
916	466	106.69411	7.444206	Contest	112	23.849802	6.6902657	Abandon	0	2.926588E-5	1.0	Abandon	
917	467	106.87256	7.444206	Contest	111	23.751324	6.714286	Abandon	0	2.926588E-5	1.0	Abandon	
918	468	106.969406	7.4411135	Contest	111	23.752956	6.720721	Colonize	0	2.926588E-5	1.0	Abandon	
919	469	107.10153	7.4423075	Contest	109	23.522352	6.7027025	Abandon	0	2.926588E-5	1.0	Abandon	
920	469	107.10153	7.4434967	Contest	110	23.62083	6.6972475	Colonize	0	2.926588E-5	1.0	Abandon	
921	468	106.969406	7.4434967	Contest	111	23.752956	6.690909	Contest	0	2.926588E-5	1.0	Abandon	
922	468	107.004684	7.4423075	Contest	111	23.717676	6.7027025	Contest	0	2.926588E-5	1.0	Abandon	
923	467	106.87256	7.438034	Contest	112	23.849802	6.6846848	Contest	0	2.926588E-5	1.0	Abandon	
924	466	106.77664	7.4411135	Contest	113	23.945719	6.714286	Contest	0	2.926588E-5	1.0	Abandon	
925	466	106.77664	7.439914	Contest	112	23.84724	6.7256637	Abandon	0	2.926588E-5	1.0	Abandon	
926	467	106.87256	7.439914	Contest	112	23.849802	6.732143	Colonize	0	2.926588E-5	1.0	Abandon	
927	467	106.87256	7.4411135	Contest	111	23.751324	6.714286	Abandon	0	2.926588E-5	1.0	Abandon	
928	468	106.969406	7.4411135	Contest	111	23.752956	6.720721	Colonize	0	2.926588E-5	1.0	Abandon	
929	468	106.969406	7.4423075	Contest	110	23.654478	6.7027025	Abandon	0	2.926588E-5	1.0	Abandon	
930	468	106.969406	7.4423075	Contest	111	23.752956	6.7090907	Colonize	0	2.926588E-5	1.0	Abandon	
931	467	106.87256	7.4423075	Contest	112	23.849802	6.7027025	Contest	0	2.926588E-5	1.0	Abandon	
932	467	106.87256	7.4411135	Contest	112	23.849802	6.714286	Contest	0	2.926588E-5	1.0	Abandon	
933	468	106.969406	7.4411135	Contest	110	23.654478	6.714286	Abandon	0	2.926588E-5	1.0	Abandon	
934	469	107.10153	7.4423075	Contest	110	23.62083	6.7090907	Colonize	0	2.926588E-5	1.0	Abandon	
935	469	107.10153	7.4434967	Contest	109	23.522352	6.690909	Abandon	0	2.926588E-5	1.0	Abandon	
936	470	107.322624	7.4434967	Contest	109	23.399736	6.6972475	Colonize	0	2.926588E-5	1.0	Abandon	
937	471	107.47268	7.4446807	Contest	108	23.099627	6.6788993	Abandon	0	2.926588E-5	1.0	Abandon	
938	471	107.47268	7.4416137	Contest	107	23.001148	6.703704	Abandon	0	2.926588E-5	1.0	Abandon	
939	472	107.84785	7.4416137	Contest	107	22.724459	6.7102804	Colonize	0	2.926588E-5	1.0	Abandon	
940	471	107.47268	7.4385595	Contest	108	23.099627	6.6728973	Contest	0	2.926588E-5	1.0	Abandon	
941	471	107.47268	7.4416137	Contest	107	23.001148	6.703704	Abandon	0	2.926588E-5	1.0	Abandon	
942	471	107.47268	7.4416137	Contest	108	23.099627	6.7102804	Colonize	0	2.926588E-5	1.0	Abandon	
943	472	107.84785	7.4416137	Contest	106	22.62598	6.703704	Abandon	0	2.926588E-5	1.0	Abandon	
944	473	108.19937	7.4385595	Contest	106	22.372932	6.6792455	Colonize	0	2.926588E-5	1.0	Abandon	
945	474	108.52065	7.4397464	Contest	104	21.953169	6.6603775	Abandon	0	2.926588E-5	1.0	Abandon	
946	474	108.52065	7.4409285	Contest	105	22.051647	6.6538463	Colonize	0	2.926588E-5	1.0	Abandon	
947	475	108.76768	7.4409285	Contest	104	21.804625	6.6476192	Contest	0	2.926588E-5	1.0	Abandon	
948	475	108.76768	7.4421053	Contest	103	21.706146	6.6346154	Abandon	0	2.926588E-5	1.0	Abandon	
949	476	108.9569	7.4421053	Contest	103	21.6154	6.6407766	Colonize	0	2.926588E-5	1.0	Abandon	
950	476	108.9569	7.4432774	Contest	102	21.516922	6.6213593	Abandon	0	2.926588E-5	1.0	Abandon	
951	476	108.9569	7.4432774	Contest	103	21.6154	6.627451	Colonize	0	2.926588E-5	1.0	Abandon	
952	475	108.63562	7.4432774	Contest	104	21.936686	6.6213593	Contest	0	2.926588E-5	1.0	Abandon	
953	475	108.60538	7.4421053	Contest	104	21.966927	6.6346154	Contest	0	2.926588E-5	1.0	Abandon	
954	476	108.9569	7.437895	Contest	103	21.6154	6.6153846	Contest	0	2.926588E-5	1.0	Abandon	
955	476	108.9569	7.4432774	Contest	102	21.516922	6.6213593	Abandon	0	2.926588E-5	1.0	Abandon	
956	477	109.17073	7.4432774	Contest	102	21.401571	6.627451	Colonize	0	2.926588E-5	1.0	Abandon	
957	477	109.17073	7.4444447	Contest	101	21.303093	6.607843	Abandon	0	2.926588E-5	1.0	Abandon	
958	478	109.37233	7.4444447	Contest	101	21.19997	6.6138616	Colonize	0	2.926588E-5	1.0	Abandon	
959	478	109.37233	7.4456067	Contest	100	21.101492	6.5940595	Abandon	0	2.926588E-5	1.0	Abandon	
960	479	109.62777	7.4456067	Contest	100	20.944529	6.6	Colonize	0	2.926588E-5	1.0	Abandon	
961	479	109.62777	7.446764	Contest	99	20.84605	6.58	Abandon	0	2.926588E-5	1.0	Abandon	
962	479	109.62777	7.446764	Contest	100	20.944529	6.585859	Colonize	0	2.926588E-5	1.0	Abandon	
963	479	109.62777	7.446764	Contest	100	20.944529	6.58	Contest	0	2.926588E-5	1.0	Abandon	
964	480	109.96836	7.446764	Contest	98	20.505459	6.58	Abandon	0	2.926588E-5	1.0	Abandon	
965	480	109.96836	7.4479165	Contest	99	20.603937	6.571429	Colonize	0	2.926588E-5	1.0	Abandon	
966	480	109.87232	7.4479165	Contest	99	20.699976	6.5656567	Contest	0	2.926588E-5	1.0	Abandon	
967	480	109.96836	7.44375	Contest	99	20.603937	6.5454545	Contest	0	2.926588E-5	1.0	Abandon	
968	480	109.96836	7.4479165	Contest	98	20.505459	6.5656567	Abandon	0	2.926588E-5	1.0	Abandon	
969	480	109.96836	7.4479165	Contest	99	20.603937	6.571429	Colonize	0	2.926588E-5	1.0	Abandon	
970	481	110.21291	7.4479165	Contest	98	20.359385	6.5656567	Contest	0	2.926588E-5	1.0	Abandon	
971	482	110.442184	7.4490643	Contest	96	20.031637	6.5510206	Abandon	0	2.926588E-5	1.0	Abandon	
972	483	110.61338	7.450207	Contest	96	19.95892	6.5416665	Colonize	0	2.926588E-5	1.0	Abandon	
973	484	110.68644	7.447205	Contest	94	19.787382	6.5625	Abandon	0	2.926588E-5	1.0	Abandon	
974	485	110.77665	7.448347	Contest	94	19.795652	6.5531917	Colonize	0	2.926588E-5	1.0	Abandon	
975	485	110.77665	7.4494843	Contest	93	19.697174	6.5319147	Abandon	0	2.926588E-5	1.0	Abandon	
976	485	110.77665	7.4494843	Contest	94	19.795652	6.5376344	Colonize	0	2.926588E-5	1.0	Abandon	
977	485	110.77665	7.4494843	Contest	94	19.795652	6.5319147	Contest	0	2.926588E-5	1.0	Abandon	
978	485	110.77665	7.4494843	Contest	93	19.697174	6.5319147	Abandon	0	2.926588E-5	1.0	Abandon	
979	486	110.90133	7.4494843	Contest	93	19.67097	6.5376344	Colonize	0	2.926588E-5	1.0	Abandon	
980	487	111.27527	7.4506173	Contest	91	19.198553	6.516129	Abandon	0	2.926588E-5	1.0	Abandon	
981	487	111.27527	7.4476385	Contest	92	19.297031	6.4835167	Colonize	0	2.926588E-5	1.0	Abandon	
982	488	111.439	7.4476385	Contest	90	18.83032	6.478261	Abandon	0	2.926588E-5	1.0	Abandon	
983	489	111.74198	7.452869	Contest	89	18.731842	6.5111113	Abandon	0	2.926588E-5	1.0	Abandon	
984	490	112.14167	7.449898	Contest	89	18.430634	6.516854	Colonize	0	2.926588E-5	1.0	Abandon	
985	490	112.14167	7.4428573	Contest	88	18.332155	6.516854	Abandon	0	2.926588E-5	1.0	Abandon	
986	491	112.42693	7.4428573	Contest	88	18.14537	6.5227275	Colonize	0	2.926588E-5	1.0	Abandon	
987	491	112.42693	7.4439917	Contest	87	18.046892	6.5	Abandon	0	2.926588E-5	1.0	Abandon	
988	492	112.541725	7.4439917	Contest	87	18.030577	6.5057473	Colonize	0	2.926588E-5	1.0	Abandon	
989	493	112.62365	7.445122	Contest	85	17.850176	6.4827585	Abandon	0	2.926588E-5	1.0	Abandon	
990	493	112.62365	7.4462476	Contest	86	17.948654	6.470588	Colonize	0	2.926588E-5	1.0	Abandon	
991	492	112.541725	7.4462476	Contest	87	18.030577	6.4651165	Contest	0	2.926588E-5	1.0	Abandon	
992	493	112.62365	7.445122	Contest	86	17.948654	6.4827585	Contest	0	2.926588E-5	1.0	Abandon	
993	494	112.77436	7.4462476	Contest	84	17.699465	6.4651165	Abandon	0	2.926588E-5	1.0	Abandon	
994	494	112.77436	7.4473686	Contest	85	17.797943	6.452381	Colonize	0	2.926588E-5	1.0	Abandon	
995	494	112.77436	7.4473686	Contest	85	17.797943	6.4470587	Contest	0	2.926588E-5	1.0	Abandon	
996	495	112.89397	7.4473686	Contest	83	17.57986	6.4470587	Abandon	0	2.926588E-5	1.0	Abandon	
997	496	113.17105	7.448485	Contest	83	17.40125	6.433735	Colonize	0	2.926588E-5	1.0	Abandon	
998	495	112.89397	7.449597	Contest	84	17.678339	6.4096384	Contest	0	2.926588E-5	1.0	Abandon	
