SIMULATION PARAMETERS:
n = 18
m = 32
p = 6
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
1806	367	89.27515	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.658295	7.1509433	Contest	
1807	368	90.27515	7.3841963	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.658295	7.164319	Contest	
1808	367	89.27515	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.658295	7.1603775	Contest	
1809	368	90.27515	7.3841963	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.658295	7.164319	Contest	
1810	369	90.49273	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	211	45.44071	7.1603775	Contest	
1811	368	89.49273	7.3875337	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	46.44071	7.1563983	Contest	
1812	368	90.27515	7.380435	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	212	45.658295	7.1509433	Contest	
1813	367	89.27515	7.3858695	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.658295	7.1603775	Contest	
1814	367	89.27515	7.3841963	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.658295	7.164319	Contest	
1815	366	89.06763	7.3841963	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.865814	7.164319	Contest	
1816	366	89.06763	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.865814	7.1682243	Contest	
1817	365	88.79517	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.1682243	Contest	
1818	364	88.375755	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.172093	Contest	
1819	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1820	364	88.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.039043	7.1759257	Contest	
1821	363	87.8944	7.373626	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1666665	Contest	
1822	363	87.8944	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1797237	Contest	
1823	363	88.05683	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.876614	7.1797237	Contest	
1824	364	89.05683	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	46.876614	7.170507	Contest	
1825	365	89.375755	7.3681316	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1574073	Contest	
1826	365	88.79517	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.162791	Contest	
1827	365	89.375755	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.172093	Contest	
1828	364	88.375755	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.162791	Contest	
1829	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1830	363	87.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1759257	Contest	
1831	363	87.8944	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1797237	Contest	
1832	363	87.8944	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1797237	Contest	
1833	363	88.05683	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.876614	7.1797237	Contest	
1834	364	89.05683	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	46.876614	7.170507	Contest	
1835	364	89.05683	7.3681316	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	46.876614	7.1574073	Contest	
1836	364	89.05683	7.3681316	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	46.876614	7.1574073	Contest	
1837	365	89.375755	7.3681316	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1574073	Contest	
1838	364	88.375755	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.162791	Contest	
1839	363	87.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1759257	Contest	
1840	363	87.8944	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1797237	Contest	
1841	363	88.05683	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.876614	7.1797237	Contest	
1842	362	87.57548	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	48.357967	7.170507	Contest	
1843	363	88.57548	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.357967	7.1834865	Contest	
1844	363	88.57548	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.357967	7.170507	Contest	
1845	363	87.8944	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.170507	Contest	
1846	363	87.8944	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1797237	Contest	
1847	364	88.375755	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1797237	Contest	
1848	363	87.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1759257	Contest	
1849	362	87.57548	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	48.357967	7.1797237	Contest	
1850	363	88.57548	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.357967	7.1834865	Contest	
1851	364	88.8944	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.039043	7.170507	Contest	
1852	365	89.375755	7.373626	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1666665	Contest	
1853	366	89.79517	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.13827	7.162791	Contest	
1854	365	88.79517	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.1588783	Contest	
1855	365	89.375755	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.172093	Contest	
1856	364	88.375755	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.162791	Contest	
1857	363	87.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1759257	Contest	
1858	364	88.375755	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1797237	Contest	
1859	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1860	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1861	364	88.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.039043	7.1759257	Contest	
1862	364	88.375755	7.373626	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1666665	Contest	
1863	363	87.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1759257	Contest	
1864	364	88.375755	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1797237	Contest	
1865	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1866	363	87.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1759257	Contest	
1867	364	88.375755	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1797237	Contest	
1868	365	89.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1759257	Contest	
1869	365	89.375755	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.162791	Contest	
1870	365	88.79517	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.162791	Contest	
1871	365	89.375755	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.172093	Contest	
1872	365	88.79517	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.162791	Contest	
1873	365	88.79517	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.172093	Contest	
1874	366	89.79517	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.13827	7.172093	Contest	
1875	365	88.79517	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.1588783	Contest	
1876	364	88.375755	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.172093	Contest	
1877	364	88.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.039043	7.1759257	Contest	
1878	365	89.375755	7.373626	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1666665	Contest	
1879	365	89.375755	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.162791	Contest	
1880	365	88.79517	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.162791	Contest	
1881	365	89.375755	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.172093	Contest	
1882	366	89.79517	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.13827	7.162791	Contest	
1883	366	89.06763	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.865814	7.1588783	Contest	
1884	366	89.79517	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.13827	7.1682243	Contest	
1885	367	90.06763	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	45.865814	7.1588783	Contest	
1886	367	90.06763	7.3787465	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	45.865814	7.1549296	Contest	
1887	367	89.27515	7.3787465	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	213	46.658295	7.1549296	Contest	
1888	366	89.06763	7.3841963	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.865814	7.164319	Contest	
1889	366	89.79517	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.13827	7.1682243	Contest	
1890	366	89.06763	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.865814	7.1588783	Contest	
1891	365	88.79517	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.1682243	Contest	
1892	364	88.375755	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.172093	Contest	
1893	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1894	364	88.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.039043	7.1759257	Contest	
1895	364	88.8944	7.373626	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.039043	7.1666665	Contest	
1896	365	89.375755	7.373626	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1666665	Contest	
1897	366	89.79517	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	46.13827	7.162791	Contest	
1898	365	88.79517	7.377049	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	47.13827	7.1588783	Contest	
1899	364	88.375755	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.172093	Contest	
1900	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1901	365	89.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1759257	Contest	
1902	364	88.375755	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.162791	Contest	
1903	365	89.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1759257	Contest	
1904	364	88.375755	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.162791	Contest	
1905	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1906	365	89.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.55769	7.1759257	Contest	
1907	364	88.375755	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.162791	Contest	
1908	364	88.375755	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.55769	7.1759257	Contest	
1909	363	87.8944	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	48.039043	7.1759257	Contest	
1910	362	87.57548	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	48.357967	7.1797237	Contest	
1911	361	87.48632	7.3756905	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	48.44713	7.1834865	Contest	
1912	360	87.31234	7.3739614	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	220	48.62111	7.1872144	Contest	
1913	361	88.31234	7.3722224	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	219	47.62111	7.190909	Contest	
1914	362	88.63126	7.368421	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.302185	7.178082	Contest	
1915	362	88.63126	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	218	47.302185	7.174312	Contest	
1916	363	89.11262	7.370166	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	46.82083	7.174312	Contest	
1917	363	88.532036	7.371901	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.401413	7.170507	Contest	
1918	363	88.532036	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.401413	7.1797237	Contest	
1919	364	89.532036	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	46.401413	7.1797237	Contest	
1920	365	89.80449	7.373626	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.128956	7.1666665	Contest	
1921	365	89.80449	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.128956	7.162791	Contest	
1922	366	90.01201	7.3753424	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	214	45.921436	7.162791	Contest	
1923	365	89.01201	7.3825135	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	215	46.921436	7.1682243	Contest	
1924	364	88.80449	7.3808217	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	47.128956	7.172093	Contest	
1925	363	88.532036	7.379121	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.401413	7.1759257	Contest	
1926	363	88.532036	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.401413	7.1797237	Contest	
1927	364	89.532036	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	216	46.401413	7.1797237	Contest	
1928	363	88.532036	7.373626	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.401413	7.1666665	Contest	
1929	363	88.532036	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.401413	7.1797237	Contest	
1930	363	88.532036	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	47.401413	7.1797237	Contest	
1931	363	89.11262	7.3774104	Contest	0	-0.4863743	0.0	Contest	0	-0.18036006	0.0	Contest	0	2.9876828E-6	0.0	Contest	0	-0.77104974	0.0	Abandon	217	46.82083	7.1797237	Contest	
